Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
21,"Charles A. Boch, Steven Y. Litvin, Fiorenza Micheli, Giulio De Leo, Emil A. Aalto, Christopher Lovera, C. Brock Woodson, Stephen Monismith, James P. Barry",Effects of current and future coastal upwelling conditions on the fertilization success of the red abalone (Haliotis rufescens),2017,ICES Journal of Marine Science,Oxford University Press (OUP),https://doi.org/10.1093/icesjms/fsx017,,185,8/11/2025 21:21,journal-article,10.1093/icesjms/fsx017,1054-3139,,74,4,1125,1134,21,2.63,2,9,8,"Acidification, deoxygenation, and warming are escalating changes in coastal waters throughout the world ocean, with potentially severe consequences for marine life and ocean-based economies. To examine the influence of these oceanographic changes on a key biological process, we measured the effects of current and expected future conditions in the California Current Large Marine Ecosystem on the fertilization success of the red abalone (Haliotis rufescens). Laboratory experiments were used to assess abalone fertilization success during simultaneous exposure to various levels of seawater pH (gradient from 7.95 to 7.2), dissolved oxygen (DO) (∼60 and 180 µm.kg SW) and temperature (9, 13, and 18 °C). Fertilization success declined continuously with decreasing pH but dropped precipitously below a threshold near pH 7.55 in cool (9 °C—upwelling) to average (13 °C) seawater temperatures. Variation in DO had a negligible effect on fertilization. In contrast, warmer waters (18 °C) often associated with El Niño Southern Oscillation conditions in central California acted antagonistically with decreasing pH, largely reducing the strong negative influence below the pH threshold. Experimental approaches that examine the interactive effects of multiple environmental drivers and also strive to characterize the functional response of organisms along gradients in environmental change are becoming increasingly important in advancing our understanding of the real-world consequences of changing ocean conditions.",http://academic.oup.com/icesjms/article-pdf/74/4/1125/31246363/fsx017.pdf,
0,Nurenskaya Vélez Arellano,Fecundity in ripe gonad of Haliotis fulgens y Haliotis corrugata (Vetigastropoda),2018,Hidrobiológica,Universidad Autonoma Metropolitana,https://doi.org/10.24275/uam/izt/dcbs/hidro/2018v28n3/velez,,186,8/11/2025 21:21,journal-article,10.24275/uam/izt/dcbs/hidro/2018v28n3/velez,0188-8897,,28,3,295,300,0,0,0,1,7,,,
0,"Hayden M. Price, Anqi Zhang, Barton C. Prorok",Characterization of Reversible Tablet Sliding in Nacre from Haliotis rufescens (Red Abalone),2021,Conference Proceedings of the Society for Experimental Mechanics Series,Springer International Publishing,https://doi.org/10.1007/978-3-030-59765-8_16,,187,8/11/2025 21:21,book-chapter,10.1007/978-3-030-59765-8_16,2191-5644,,,,85,88,0,0,0,3,4,,http://link.springer.com/content/pdf/10.1007/978-3-030-59765-8_16,
6,"Tomomasa Matsuyama, Ikunari Kiryu, Mari Inada, Tomokazu Takano, Yuta Matsuura, Takashi Kamaishi","Susceptibility of Four Abalone Species, Haliotis gigantea, Haliotis discus discus, Haliotis discus hannai and Haliotis diversicolor, to Abalone asfa-like Virus",2021,Viruses,MDPI AG,https://doi.org/10.3390/v13112315,,188,8/11/2025 21:21,journal-article,10.3390/v13112315,1999-4915,,13,11,2315,2315,6,1.5,1,6,4,"Abalone amyotrophia is a viral disease that causes mass mortality of juvenile Haliotis discus and H. madaka. Although the cause of this disease has yet to be identified, we had previously postulated a novel virus with partial genome sequence similarity to that of African swine fever virus is the causative agent and proposed abalone asfa-like virus (AbALV) as a provisional name. In this study, three species of juvenile abalone (H. gigantea, H. discus discus, and H. diversicolor) and four species of adult abalone (the above three species plus H. discus hannai) were experimentally infected, and their susceptibility to AbALV was investigated by recording mortality, quantitatively determining viral load by PCR, and conducting immunohistological studies. In the infection test using 7-month-old animals, H. gigantea, which was previously reported to be insusceptible to the disease, showed multiplication of the virus to the same extent as in H. discus discus, resulting in mass mortality. H. discus discus at 7 months old showed abnormal cell masses, notches in the edge of the shell and brown pigmentation inside of the shell, which are histopathological and external features of this disease, while H. gigantea did not show any of these characteristics despite suffering high mortality. Adult abalones had low mortality and viral replication in all species; however, all three species, except H. diversicolor, became carriers of the virus. In immunohistological observations, cells positive for viral antigens were detected predominantly in the gills of juvenile H. discus discus and H. gigantea, and mass mortality was observed in these species. In H. diversicolor, neither juvenile nor adult mortality from infection occurred, and the AbALV genome was not increased by experimental infection through cohabitation or injection. Our results suggest that H. gigantea, H. discus discus and H. discus hannai are susceptible to AbALV, while H. diversicolor is not. These results confirmed that AbALV is the etiological agent of abalone amyotrophia.",https://www.mdpi.com/1999-4915/13/11/2315/pdf,
9,"Yamira Cepero-Betancourt, Patricio Oliva-Moresco, Alexis Pasten-Contreras, Gipsy Tabilo-Munizaga, Mario Pérez-Won, Luis Moreno-Osorio, Roberto Lemus-Mondaca",Effect of drying process assisted by high-pressure impregnation on protein quality and digestibility in red abalone (Haliotis rufescens),2017,Journal of Food Science and Technology,Springer Science and Business Media LLC,https://doi.org/10.1007/s13197-017-2837-8,,189,8/11/2025 21:21,journal-article,10.1007/s13197-017-2837-8,0022-1155,,54,11,3744,3751,9,1.13,1,7,8,,http://link.springer.com/content/pdf/10.1007/s13197-017-2837-8.pdf,
10,"Teodoro Coba de la Peña, Claudia B. Cárcamo, María I. Díaz, Federico M. Winkler, Byron Morales-Lange, Luis Mercado, Katherina B. Brokordt",Cloning and molecular characterization of two ferritins from red abalone Haliotis rufescens and their expressions in response to bacterial challenge at juvenile and adult life stages,2018,Fish &amp; Shellfish Immunology,Elsevier BV,https://doi.org/10.1016/j.fsi.2018.08.030,,190,8/11/2025 21:21,journal-article,10.1016/j.fsi.2018.08.030,1050-4648,,82,,279,285,10,1.43,1,7,7,,https://api.elsevier.com/content/article/PII:S1050464818305059,
0,"J. Constans, A. Mauran-Sendrail, A. Puget, C. Gouarderes, D. Randon",The Serum Proteins and Hemoglobin of the Pika (Ochotona rufescens rufescens),2010,Zentralblatt für Veterinärmedizin Reihe A,Wiley,https://doi.org/10.1111/j.1439-0442.1975.tb01437.x,,191,8/11/2025 21:21,journal-article,10.1111/j.1439-0442.1975.tb01437.x,0177-0543,,22,4,330,340,0,0,0,5,15,,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1439-0442.1975.tb01437.x,
0,,Haliotis scalaris,2017,CABI Compendium,CABI Publishing,https://doi.org/10.1079/cabicompendium.81155,,192,8/11/2025 21:21,dataset,10.1079/cabicompendium.81155,,,,,,,0,0,0,0,8,,,
0,,Haliotis roei,2017,CABI Compendium,CABI Publishing,https://doi.org/10.1079/cabicompendium.81179,,193,8/11/2025 21:21,dataset,10.1079/cabicompendium.81179,,,,,,,0,0,0,0,8,,,
2,"Claudia Momo, Karin Werther",Parasitismo renal em perdizes (Rhynchotus rufescens) criadas em cativeiro,2015,Pubvet,Editora MV Valero,https://doi.org/10.22256/pubvet.v7n16.1578,,194,8/11/2025 21:21,journal-article,10.22256/pubvet.v7n16.1578,1982-1263,,7,16,,,2,0.2,1,2,10,,https://ojs.pubvet.com.br/index.php/revista/article/download/1826/1826,
0,,Haliotis,2019,CABI Compendium,CABI Publishing,https://doi.org/10.1079/cabicompendium.101268,,195,8/11/2025 21:21,dataset,10.1079/cabicompendium.101268,,,,,,,0,0,0,0,6,,,
0,,Haliotis australis,2017,CABI Compendium,CABI Publishing,https://doi.org/10.1079/cabicompendium.81151,,196,8/11/2025 21:21,dataset,10.1079/cabicompendium.81151,,,,,,,0,0,0,0,8,,,
0,Monsieur Alain Puget,Étude de l'activité Analgésique de divers Morphiniques sur l'Ochotone af ghan (Ochotona rufescens rufescens) Hyposensibilité aux effets aigus de la Morphine,2010,Zentralblatt für Veterinärmedizin Reihe A,Wiley,https://doi.org/10.1111/j.1439-0442.1980.tb01683.x,,197,8/11/2025 21:21,journal-article,10.1111/j.1439-0442.1980.tb01683.x,0177-0543,,27,2,157,164,0,0,0,1,15,,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1439-0442.1980.tb01683.x,
0,,Haliotis laevigata,2017,CABI Compendium,CABI Publishing,https://doi.org/10.1079/cabicompendium.81163,,198,8/11/2025 21:21,dataset,10.1079/cabicompendium.81163,,,,,,,0,0,0,0,8,,,
0,Matt Williams,Reddish Egret,2024,Endangered and Disappearing Birds of Appalachia and the Southeast,University Press of Kentucky,https://doi.org/10.5810/kentucky/9780813198989.003.0023,,199,8/11/2025 21:21,book-chapter,10.5810/kentucky/9780813198989.003.0023,,,,,104,109,0,0,0,1,1,,,
1,A. Rzayeva,Adaptations of Juniperus rufescens Link. Leaf’s in South Caucasus Mountains (Azerbaijan),2020,Bulletin of Science and Practice,Publishing Center Science and Practice,https://doi.org/10.33619/2414-2948/59/04,,200,8/11/2025 21:21,journal-article,10.33619/2414-2948/59/04,2414-2948,,6,10,44,47,1,0.2,1,1,5,"During scientific research in July-August 2019 between 40°53ʹN and 49°25ʹE widths in the Khizi territory (Azerbaijan), adaptations of the structure of the juniper leaves were studied. The leaves of the red juniper have a lancelet appearance and easily vary in different environmental conditions, for this reason we selected red juniper as the object of our studies and measured the length of leaves taken from different tiers. It was revealed that there is an inverse correlation between leaf lengths and altitude from the sea level.",,
0,Matt Williams,Reddish Egret,2024,Endangered and Disappearing Birds of Appalachia and the Southeast,University Press of Kentucky,https://doi.org/10.5810/kentucky/9780813198989.003.0023,,201,8/11/2025 21:21,book-chapter,10.5810/kentucky/9780813198989.003.0023,,,,,104,109,0,0,0,1,1,,,
0,,Haliotis pustulata,2019,CABI Compendium,CABI Publishing,https://doi.org/10.1079/cabicompendium.114667,,202,8/11/2025 21:21,dataset,10.1079/cabicompendium.114667,,,,,,,0,0,0,0,6,,,
0,"Alejandro Rojas-Figueroa, Pedro E. Saucedo, Andrés Granados-Amores, Rubén Araya, Gabriel Correa-Reyes, Francisco A. Guardiola, Carlos Angulo","Modulation of systemic antioxidant and immune responses in red abalone (Haliotis rufescens) during the recovery phase of anesthesia, in preparation for grafting surgery",2025,Comparative Biochemistry and Physiology Part A: Molecular &amp; Integrative Physiology,Elsevier BV,https://doi.org/10.1016/j.cbpa.2024.111800,,203,8/11/2025 21:21,journal-article,10.1016/j.cbpa.2024.111800,1095-6433,,301,,111800,111800,0,0,0,7,1,,https://api.elsevier.com/content/article/PII:S1095643324002277,
0,,Haliotis discus,2019,CABI Compendium,CABI Publishing,https://doi.org/10.1079/cabicompendium.81157,,204,8/11/2025 21:21,dataset,10.1079/cabicompendium.81157,,,,,,,0,0,0,0,6,,,
0,,"haliotis, n.",2023,Oxford English Dictionary,Oxford University Press,https://doi.org/10.1093/oed/1073677023,,205,8/11/2025 21:21,book-chapter,10.1093/oed/1073677023,,,,,,,0,0,0,0,2,,,
0,,Haliotis spadicea,2017,CABI Compendium,CABI Publishing,https://doi.org/10.1079/cabicompendium.81167,,206,8/11/2025 21:21,dataset,10.1079/cabicompendium.81167,,,,,,,0,0,0,0,8,,,
0,,Haliotis corrugata,2019,CABI Compendium,CABI Publishing,https://doi.org/10.1079/cabicompendium.81166,,207,8/11/2025 21:21,dataset,10.1079/cabicompendium.81166,,,,,,,0,0,0,0,6,,,
0,,Haliotis walallensis,2017,CABI Compendium,CABI Publishing,https://doi.org/10.1079/cabicompendium.81173,,208,8/11/2025 21:21,dataset,10.1079/cabicompendium.81173,,,,,,,0,0,0,0,8,,,
15,"Nathan P. Danckert, Neil Wilson, Kim-Yen Phan-Thien, David A.J. Stone","The intestinal microbiome of Australian abalone, Haliotis laevigata and Haliotis laevigata × Haliotis rubra, over a 1-year period in aquaculture.",2021,Aquaculture,Elsevier BV,https://doi.org/10.1016/j.aquaculture.2020.736245,,209,8/11/2025 21:21,journal-article,10.1016/j.aquaculture.2020.736245,0044-8486,,534,,736245,736245,15,3.75,4,4,4,,https://api.elsevier.com/content/article/PII:S004484862033951X,
0,"EunYoung Min, Shin Hu Kim, Jung Sick Lee, Ju-Chan Kang","Effects on the antioxidant and immunological parameters in two species of the abalone, Haliotis discus discus and Haliotis gigantea during thermal stress",2017,The Korean Journal of Malacology,The Malacological Society of Korea,https://doi.org/10.9710/kjm.2017.33.2.73,,210,8/11/2025 21:21,journal-article,10.9710/kjm.2017.33.2.73,1225-3480,,33,2,73,81,0,0,0,4,8,,,
0,,Haliotis diversicolor supertexta,2017,CABI Compendium,CABI Publishing,https://doi.org/10.1079/cabicompendium.120778,,211,8/11/2025 21:21,dataset,10.1079/cabicompendium.120778,,,,,,,0,0,0,0,8,,,
0,,Haliotis cyclobates,2017,CABI Compendium,CABI Publishing,https://doi.org/10.1079/cabicompendium.81174,,212,8/11/2025 21:21,dataset,10.1079/cabicompendium.81174,,,,,,,0,0,0,0,8,,,
0,,Margolisiella haliotis,2017,CABI Compendium,CABI Publishing,https://doi.org/10.1079/cabicompendium.76379,,213,8/11/2025 21:21,dataset,10.1079/cabicompendium.76379,,,,,,,0,0,0,0,8,,,
0,,Haliotis virginea virginea,2017,CABI Compendium,CABI Publishing,https://doi.org/10.1079/cabicompendium.81165,,214,8/11/2025 21:21,dataset,10.1079/cabicompendium.81165,,,,,,,0,0,0,0,8,,,
0,"Hyowon KIM, Min-min JUNG, Jun-Wook HUR, Kyoung-Ho KANG","Effects of Temperature on Survival and Growth of Three Juvenile Abalone Haliotis sieboldii, Haliotis discus and Haliotis discus hannai",2018,JOURNAL OF FISHRIES AND MARINE SCIENCES EDUCATION,The Korean Society for Fisheries and Marine Sciences Education,https://doi.org/10.13000/jfmse.2018.08.30.4.1163,,215,8/11/2025 21:21,journal-article,10.13000/jfmse.2018.08.30.4.1163,1229-8999,,30,4,1163,1169,0,0,0,4,7,,http://english.ksfme.or.kr/_common/do.php?a=current&b=11&bidx=1181&aidx=15419,
0,"Santanu Dey, Hussain A. Barbhuiya, Thangsoi M. Khiamniungan, Moaakum, Imtilila Jing",<i>Saxifraga rufescens</i> var. <i>rufescens</i> (Saxifragaceae): A New Addition to the Flora of India,2025,Feddes Repertorium,Wiley,https://doi.org/10.1002/fedr.70007,,216,8/11/2025 21:21,journal-article,10.1002/fedr.70007,0014-8962,,,,,,0,0,0,5,1,ABSTRACT:,https://onlinelibrary.wiley.com/doi/pdf/10.1002/fedr.70007,
0,"F. Audebert, J. Cassone, D. Baccam, D. Kerboeuf, M.C. Durette-Desset","The life cycle of<i>Ohbayashinema erbaevae</i>(Nematoda, Heligmosomoidea, Heligmosomidae) in<i>Ochotona rufescens rufescens</i>(Ochotonidae)",2001,Parasite,EDP Sciences,https://doi.org/10.1051/parasite/2001084325,,217,8/11/2025 21:21,journal-article,10.1051/parasite/2001084325,1252-607X,,8,4,325,333,0,0,0,5,24,,http://www.parasite-journal.org/10.1051/parasite/2001084325/pdf,
6,"Sirawut Klinbunga, Piti Amparyup, Rungnapa Leelatanawit, Anchalee Tassanakajon, Ikuo Hirono, Takashi Aoki, Padermsak Jarayabhand, Piamsak Menasveta","Species Identification of the Tropical Abalone (Haliotis asinina, Haliotis ovina, and Haliotis varia) in Thailand Using RAPD and SCAR Markers",2004,BMB Reports,Korean Society for Biochemistry and Molecular Biology - BMB Reports,https://doi.org/10.5483/bmbrep.2004.37.2.213,,218,8/11/2025 21:21,journal-article,10.5483/bmbrep.2004.37.2.213,1976-6696,,37,2,213,222,6,0.29,1,8,21,,http://ocean.kisti.re.kr/downfile/crosscheck/ksbmb/JAKO200410103485519.pdf,
0,,Haliotis sorenseni (white abalone),2019,CABI Compendium,CABI Publishing,https://doi.org/10.1079/cabicompendium.81158,,219,8/11/2025 21:21,dataset,10.1079/cabicompendium.81158,,,,,,,0,0,0,0,6,,,
0,,Haliotis cracherodii (black abalone),2019,CABI Compendium,CABI Publishing,https://doi.org/10.1079/cabicompendium.81156,,220,8/11/2025 21:21,dataset,10.1079/cabicompendium.81156,,,,,,,0,0,0,0,6,,,
6,"A. Puget, S. Cros, J. Oreglia, Y. Tollon","étude de la sensibilité embryonnaire de l'ochotone afghan (Ochotona rufescens rufescens) a deux agents tératogènes, l'azathioprine et la 6 mercaptopuarine",2010,Zentralblatt für Veterinärmedizin Reihe A,Wiley,https://doi.org/10.1111/j.1439-0442.1975.tb01403.x,,221,8/11/2025 21:21,journal-article,10.1111/j.1439-0442.1975.tb01403.x,0177-0543,,22,1,38,56,6,0.4,2,4,15,,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1439-0442.1975.tb01403.x,
19,"Faruq Ahmed, Yasuyuki Koike, Carlos Augusto Strüssmann, Izumi Yamasaki, Masashi Yokota, Seiichi Watanabe","Genetic characterization and gonad development of artificially produced interspecific hybrids of the abalones, Haliotis discus discus Reeve, Haliotis gigantea Gmelin and Haliotis madaka Habe",2008,Aquaculture Research,Hindawi Limited,https://doi.org/10.1111/j.1365-2109.2008.01911.x,,222,8/11/2025 21:21,journal-article,10.1111/j.1365-2109.2008.01911.x,1355-557X,,39,5,532,541,19,1.12,3,6,17,,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1365-2109.2008.01911.x,
2,"Peter Lowther, Richard T. Paul",Reddish Egret (Egretta rufescens),2002,Birds of North America (print),"The Academy of Natural Sciences, Philadelphia, and The American Ornithologists' Union, Washington D.C",https://doi.org/10.2173/tbna.633.p,,223,8/11/2025 21:21,reference-entry,10.2173/tbna.633.p,,,,,,,2,0.09,1,2,23,,,
